Date,Username,Sentiment,Tweet
2025-04-13 18:14,1011089368990265344,Neutral,"RACE CLASSIFICATION (LAP 57/57)

The full finishing order 👇

#F1 #BahrainGP https://t.co/Mz2ETKfWnf"
2025-04-13 18:14,206179509,Positive,"@Formula3 feature race in the books — the boys crushed it.⚡️
All three in the points to cap off the weekend.
Bahrain, that’s a wrap.🇧🇭👋
#Trident #f3 #BahrainGP https://t.co/TzITrfDWTN"
2025-04-13 18:14,1325568776016818176,Neutral,"🏎️🏁trending search: #f1 #formula1
f1 #BahrainGP  2025 live: times, grid, results, radio &amp; race updates
https://t.co/EAEeXh5V5B
oscar piastri secured a victory in the f1 bahrain gp 2025, with lewis hamilton taking second place after george russell was investigated for using drs"
2025-04-13 18:13,1743331627244179456,Neutral,"Not a big @F1 follower but dabler Looking at current wins I think @Max33Verstappen has some obstacles this year. Maybe @LandoNorris 
#BahrainGP"
2025-04-13 18:13,1872345344186687488,Neutral,"🚨Zak Brown on Norris' Bahrain GP:

“Lando had a tougher weekend, as seen in quali. But his first lap was epic. The penalty wasn’t related to that start—just track positioning.
Mercedes &amp; Ferrari look strong, so the fight's on!”

#F1 #BahrainGP #DRSDriven #Formula1"
2025-04-13 18:13,1678038031511461888,Neutral,#GPBahrajn #BahrainGP @redbullracing #MaxVerstappen is racing a F2  insted of a F1 https://t.co/BTMca4oAS7
2025-04-13 18:13,437884988,Positive,"Piastri takes the plaudits in parc ferme 🤩

#F1 #BahrainGP https://t.co/wzgipoavLe"
2025-04-13 18:13,1486285827143790595,Neutral,"What exactly is Trump’s Tariff War all about — and could it be pushing us toward a global economic recession?

https://t.co/6xinhUutvI

Kyren Lacy #iLoveACET #BahrainGP #SwiftDay #sundayvibes"
2025-04-13 18:13,1887497842492907528,Positive,"Transform your Twitter presence! I deliver engaging tweets, increase authentic followers

visit here : https://t.co/Ft3ksn9UGG

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/ZJyG4Trwau"
2025-04-13 18:13,3429793385,Negative,"Hadjar: We are 16th on the softs, it's not the right choice, we tried the undercut, the pace wasn't bad, but the safety car killed us."" #BahrainGP #VCARB #F1"
2025-04-13 18:13,3429793385,Neutral,"After that, the strategy tried was aimed at saving the furniture, but the safety car ended its last hopes: ""Our strategy was based on a successful start. #BahrainGP #VCARB #F1"
2025-04-13 18:13,3429793385,Negative,"We lose two or three places before the first corner and after that it's a spiral, every decision I make is bad, nothing was right,"" regrets Hadjar. #BahrainGP #VCARB #F1"
2025-04-13 18:13,1907873852459294720,Positive,Oscar Piastri steals the show in parc ferme! A sensational drive that’s got everyone talking. Can he keep this momentum going? 🏁 #F1 #BahrainGP https://t.co/s4R3WpPUbe
2025-04-13 18:13,3429793385,Negative,"Isack Hadjar: ""So far we have always had very good starts, but all weekend we struggled a lot and we were not very conscious. I don't do a very good job on the procedure but we are treading water.  #BahrainGP #VCARB #F1 https://t.co/JycI8BOsAV"
2025-04-13 18:13,52345629,Negative,Given myself a headache screaming at that race #f1 #Formula1 #BahrainGP
2025-04-13 18:13,769701355,Positive,"🗣️Yuki after the race: 

""You know it's always that feeling I could done better, especially in this race, the pace was quite good. Still very appreciate to the team you know how much supportive they are."" 

#YT22 #BahrainGP 

https://t.co/30r1jQQNYo"
2025-04-13 18:13,1584844570365501440,Neutral,"#ONGUSDT

Entry: 0.1877

Target 1: 0.1895 ✅
Target 2: 0.1913 ✅

#bitcoin #crypto #BTC #ETH #altcoin #trading #signal #copytrading #cryptosignal $ONG #ONG #BahrainGP #Fiesta13A #ParisRoubaix 

Join our telegram community
Click below ⬇️ https://t.co/HcegLjEery"
2025-04-13 18:13,835933373738672128,Neutral,"@JeremyClarkson @theJeremyVine @willnorman @SadiqKhan @MikeyCycling @cyclegaz @Bikery1966 @London_Cycling @WeAreCyclingUK @LBofHounslow At this point, I'd have expected you to post your lap time, @JeremyClarkson. 😉

Meanwhile, what did you think of the #BahrainGP? #SpoilerAlert: https://t.co/g8i47Hxa5g"
2025-04-13 18:13,1432294950213926914,Negative,"Exhibit 23453 of the FIA not knowing how to do their job

#F1 #BahrainGP https://t.co/wDe9Fq2gnG"
2025-04-13 18:13,1886384237580083201,Positive,"Transform your Twitter presence! I deliver engaging tweets, increase authentic followers

visit here : https://t.co/dUXTUkxgov

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/XkBet9nP15"
2025-04-13 18:13,1543495327621210112,Neutral,"🎙️#Stella: “#Norris is like you see him: very transparent, even after quali in the interviews he's very direct with his emotions. Someone could say in F1 it isn't the right approach, what I can say is, after working with champions, none has no emotions” #F1 | #BahrainGP https://t.co/kuw41clZBZ"
2025-04-13 18:13,1478735567596699650,Neutral,"@Angels We are Ready !!!

#zelena #GranHermano #GrandeFratello #helevier #sstvi #Tommavi #zeudi, #helena #yulioli #shailenzo. #zeudiners #Tariff #TheWhiteLotus #Trump #stockmarketcrash #bist100 #คะน้าริญญารัตน์ #F1 #BahrainGP #MLB"
2025-04-13 18:13,1605069510,Negative,"who woke with a big dick ? 🥴
 #BahrainGP"
2025-04-13 18:13,1292166562338738177,Neutral,"It seems every #Russel has British🇬🇧 chivalrous heritage.#russellbrand @rustyrockets  @GeorgeRussell63 @MercedesAMGF1 
@NicolePiastri:do keep eye on @OscarPiastri! @McLarenF1 
No idea, what @LandoNorris has been driving or being driven.
@Motorsport @SkySportsF1
#F1 || #BahrainGP https://t.co/kmveh7D76K"
2025-04-13 18:13,1551883988167540738,Neutral,"First points of the season for Pierre Gasly &amp; Alpine. The Frenchman bringing the Renault-powered A525 home in 7th position.

Bahrain Grand Prix, Bahrain International Circuit, Sakhir, 13 April 2025.

© Getty Images 

#BahrainGP #F1 https://t.co/3ElaOwPZLq"
2025-04-13 18:12,1886369672867803136,Positive,"Transform your Twitter presence! I deliver engaging tweets, increase authentic followers

visit here : https://t.co/xZfybjwVa9

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/yAWs2Eou9p"
2025-04-13 18:12,74511565,Neutral,@ScuderiaFerrari @LewisHamilton Unfortunately the moment both drivers started cooking the safety car arrived. #BahrainGP
2025-04-13 18:12,1872345344186687488,Positive,"🚨Ocon on bouncing back with a points finish after a tough qualifying:

“Mega recovery today. I was gutted after yesterday, felt like I let the team down. But we nailed the start, took risks on strategy, and it paid off.” 💪 

#F1 #BahrainGP #DRSDriven #Formula1"
2025-04-13 18:12,1478735567596699650,Neutral,"@MarioNawfal FIGHT 

#zelena #GranHermano #GrandeFratello #helevier #sstvi #Tommavi #zeudi, #helena #yulioli #shailenzo. #zeudiners #Tariff #TheWhiteLotus #Trump #stockmarketcrash #bist100 #คะน้าริญญารัตน์ #F1 #BahrainGP"
2025-04-13 18:12,4080965313,Neutral,Russell you did not 🤣🤣🤣🤣🤣 #BahrainGP https://t.co/zDNoqDZHTg https://t.co/6XqoEZDbXU
2025-04-13 18:12,1011089368990265344,Positive,"Lights out!!! 

Watch the race start 👀

#F1 #BahrainGP https://t.co/ya4AMiqN2D"
2025-04-13 18:12,1635797919856230400,Neutral,"🇧🇭 About making steps forward

""In the midfield, it's so difficult to get points if you don't get everything perfect. Not a clean weekend, which is what I was looking for, but I feel like we're getting closer""

#BahrainGP
https://t.co/xN2PNZRyYH"
2025-04-13 18:12,1907873852459294720,Positive,@F1 Oscar Piastri steals the show in parc ferme! A sensational drive that’s got everyone talking. Can he keep this momentum going? 🏁 #F1 #BahrainGP
2025-04-13 18:12,1878847782267822081,Positive,"Transform your Twitter presence! I deliver engaging tweets, increase authentic followers

visit here : https://t.co/7vTaVDPrPT

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/WcQMkL2dy2"
2025-04-13 18:12,1897285963916738560,Neutral,"Stand United against your Enemy!

Murshidabad 📍may be a setback but Hindu have Greatest Wisdom in the world . . 

Retweet for REACH 🚩

#DCvMI #MumbaiIndians #NEWMUN #AmulKool #BahrainGP https://t.co/wRULvHohgO"
2025-04-13 18:12,1795494846725296129,Neutral,"✅No bots
✅100% targeted audience
✅Proven Web3 growth strategy

👉Visit here - https://t.co/Vt9IrvEUW6👈

#Coachella2025 #ENHYPEN #ENCHELLA #SongkranCTWxFB #UFC314
#GOスト #BahrainGP #النصر_الرياض #SRHvsPBKS #戌神ころね6周年
#大河べらぼう #キャスター #仮面ライダーガヴ #Amici24 https://t.co/HMoj2dXHdy"
2025-04-13 18:12,1871904475742650368,Positive,"Transform your Twitter presence! I deliver engaging tweets, increase authentic followers

visit here : https://t.co/H4NvnxdaQZ

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/rORvPyewyr"
2025-04-13 18:12,437884988,Positive,"F1: Piastri takes the plaudits in parc ferme 🤩

#F1 #BahrainGP https://t.co/wzgipoavLe"
2025-04-13 18:12,1192397066,Neutral,"Started the day with the #BahrainGP, continuing it with the #Masters2025 and the #LongBeachGP https://t.co/21vDitFjZw"
2025-04-13 18:12,24871896,Neutral,"Nothing but respect 🤝

#McLaren | #BahrainGP 🇧🇭 https://t.co/ERAzaZBM3T"
2025-04-13 18:12,1612618677173555200,Neutral,"🇦🇺 Oscar Piastri | Race Winner 🥇 | Phone Wallpapers 📱

@OscarPiastri | #BahrainGP 🇧🇭 https://t.co/7OVW9E2R9N"
2025-04-13 18:12,1711837309878886401,Positive,"@HaasF1Team Phenomenal race for @OllieBearman 
#BahrainGP #haasf1"
2025-04-13 18:12,1898359227137277952,Positive,"Oscar Piastri just dropped the mic in Bahrain. Clinical, calm, cold-blooded - the future isn’t coming, it’s here. 🏆

#BahrainGP"
2025-04-13 18:12,178418353,Neutral,"Driver Standings after Round 4 (part 1) 🥇

🇬🇧 NOR 77
🇦🇺 PIA 74
🇳🇱 VER 69
🇬🇧 RUS 63 🥈
🇲🇨 LEC 32 4⃣
🇮🇹 ANT 30 4⃣
🇬🇧 HAM 25 5⃣
🇹🇭 ALB 18 5⃣
🇫🇷 OCO 14 5⃣
🇨🇦 STR 10 6⃣
🇫🇷 GAS 6 7⃣
🇩🇪 HUL 6 7⃣
🇬🇧 BEA 6 8⃣
🇯🇵 TSU 5 9⃣
🇫🇷 HAD 4 8⃣
🇪🇸 SAI 1 🔟

#F1 #F12025 #F1Stats 🤓 #BahrainGP 🇧🇭"
2025-04-13 18:11,1872345344186687488,Neutral,"🚨| Norris reflects on a tricky Bahrain GP:

“A tough one. Messy from my side—made a few mistakes and couldn't seal the 1-2 for McLaren. But the racing was hard, clean, and fun. Russell drove well. I’ll aim to bounce back next weekend.” 

#F1 #BahrainGP #DRSDriven #Formula1"
2025-04-13 18:11,998523012596011008,Positive,"still no words🧡❤️

#BahrainGP #OscarPiastri #PremierLeague #VirgilvanDijk https://t.co/1QYV4tDUmK"
2025-04-13 18:11,1471840287949533191,Positive,"@ESPNF1 Great 👏👏👏💪🔥❤️❤️🐐
#BahrainGP"
2025-04-13 18:11,1362003490105655297,Positive,"#F1 – George delivers! 🤩 

P2 and his best-ever Bahrain finish – a performance packed with precision and perseverance. 👊

#BahrainGP #WeLivePerformance #WorldsFastestFamily https://t.co/v2hJJHNl6M"
2025-04-13 18:11,74511565,Neutral,@ScuderiaFerrari @Charles_Leclerc @LewisHamilton Considering red for the final stint would have been interesting as #Russell could not be passed by #Leclerc and #Norris #BahrainGP
2025-04-13 18:11,1496181182383509506,Negative,how can carlos sainz breach an appendix if he doesn’t even have one. #BahrainGP https://t.co/H2w1RUKcRJ
2025-04-13 18:11,1674897274286080002,Positive,Oh Yeah He Was!!! #F1 #BahrainGP https://t.co/EyKuop2I7d
2025-04-13 18:11,1572673115271954432,Neutral,"Team 🥹

#BahrainGP 🇧🇭 https://t.co/DujN31RTY9"
2025-04-13 18:11,3429793385,Positive,"Hamilton: I think I've understood how the car behaves, so hopefully if I can do that next week I can qualify better and have a much better weekend. #BahrainGP #Ferrari #LH44 #F1"
2025-04-13 18:11,3429793385,Neutral,"Hamilton: I'm in a lot of trouble at the moment, so I'll try next week to start in a better mood and not to stray too far from it. #BahrainGP #Ferrari #LH44 #F1"
2025-04-13 18:11,1851226567718137856,Positive,"George has been very impressive this season, super consistent.

If Mercedes get their shit together he could become a serious contender for the championship.

He is currently only 14 points behind the championship leader, Lando Norris.

#F1 #BahrainGP 🇧🇭 https://t.co/WHpjXe81JS"
2025-04-13 18:11,3429793385,Neutral,"Hamilton: ""Before qualifying, I got closer, but all the set-up is wrong. I have to do better this weekend in Jeddah, I know I can do it and I will do it. I have to make it easy for myself. #BahrainGP #Ferrari #LH44 #F1"
2025-04-13 18:11,3429793385,Neutral,"Hamilton: I'm getting used to it, I'm starting to get used to it little by little and find the right balance. What is clear is that Charles starts with a set-up and keeps it practically all weekend, whereas I was away from him last weekend and this weekend.#BahrainGP #Ferrari #F1"
2025-04-13 18:11,3429793385,Neutral,"Hamilton: ""I use an engine brake that I had never used the year before. The brakes are also very different with Brembo, whereas I used Carbone Industries for about fifteen years."" #BahrainGP #Ferrari #LH44 #F1"
2025-04-13 18:11,3429793385,Neutral,"Hamilton: I think I've driven with a certain style and a certain way of doing things with the same team for so long, and I've switched to a new car, which requires a very different driving style and set-up."" #BahrainGP #Ferrari #LH44 #F1"
2025-04-13 18:11,170703943,Neutral,"Russell: ""I clicked the radio button and the DRS opened"".
#BahrainGP https://t.co/eusuF1Y4Qc"
2025-04-13 18:11,3429793385,Neutral,"Asked to explain what still bothers him about the Ferrari SF-25, Hamilton spoke about braking and set-up.

""What is clear is that we humans tend to stay anchored in our habits. #BahrainGP #Ferrari #LH44 #F1"
2025-04-13 18:11,3429793385,Positive,"""It was a great race, I maximised what I had with me but it's clear that I'm still a step below Charles with that same car. We saw it in qualifying.""

""The strategy was the right one, kudos to the guys for the perfect stops, we couldn't have done better."" #BahrainGP #Ferrari #F1 https://t.co/qd45VabOh5"
2025-04-13 18:11,1872345344186687488,Neutral,"🚨| Russell on his DRS issues during the race:

“We had all kinds of failures. At one point, I hit the radio button—and the DRS opened! Just for a split second, but it shows how many gremlins we were dealing with. Still, happy to bring home P2!” 

#BahrainGP #DRSDriven #Formula1"
2025-04-13 18:10,1887497842492907528,Positive,"Elevate your Twitter strategy! I create compelling content, attract genuine followers,

visit here : https://t.co/Ft3ksn9UGG

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/MydfyB7J9N"
2025-04-13 18:10,1572673115271954432,Neutral,"Papaya on the top 🧡🧡
#BahrainGP 🇧🇭 https://t.co/OXPWhespg6"
2025-04-13 18:10,1886384237580083201,Positive,"Elevate your Twitter strategy! I create compelling content, attract genuine followers,

visit here : https://t.co/dUXTUkxgov

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/eW029eYeEK"
2025-04-13 18:10,450062290,Positive,"VANA, the best coin of artificial intelligence, may break new records this week. Be sure to buy and watch the valve coin. It will make it 100x in the bull.
✅🔥💰🚀 #VANA #DOGE #Bitcoin  #xrp #avax #altcoin #trump #Crypto
 #Ethereum
 #BTC 
 #blockchain
 #Altcoins
 #BahrainGP https://t.co/jfqe5do0kz"
2025-04-13 18:10,1886369672867803136,Positive,"Elevate your Twitter strategy! I create compelling content, attract genuine followers,

visit here : https://t.co/xZfybjwVa9

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/TaQvHkUx4K"
2025-04-13 18:10,1401918617332105218,Positive,"#BahrainGP 🇧🇭 | Lewis Hamilton leaves Bahrain feeling “much more positive.”

“The middle stint felt really aligned with the car, the balance was in a spot, and my driving style seemed to be working in that moment. I’ve learned a lot from today, and this weekend actually a lot, https://t.co/ZowdYK1WPG"
2025-04-13 18:10,1855838279989612544,Neutral,"🚨 Kylian Mbappé could be facing a suspension of up to 3 matches in La Liga after his red card today.

FOR MORE UPDATE NEWS : https://t.co/nN5Iq8jOIR

#BahrainGP #RealMadridVsArsenal https://t.co/ByPra4fFae"
2025-04-13 18:10,981526821270441985,Negative,"Ollie Bearman constantly getting robbed 😭. He deserved driver of the day with that drive!
#BahrainGP #F1 https://t.co/NZHu2juPFJ https://t.co/lDkC0NHaZl"
2025-04-13 18:10,2303406624,Positive,"Those last few laps… 😬 That’s what you call a mega effort from everyone 👏🙌

#HaasF1 #F1 #BahrainGP https://t.co/ercHZJpcrt"
2025-04-13 18:10,1872345344186687488,Positive,"🚨 | Oscar Piastri on the post-race party:

“I think there’ll be a wild party, but I’m sitting it out—gotta race next week! It’s been a brilliant weekend for the team, and there’s no better place to celebrate. They’ve earned it!” 🎉 

#F1 #BahrainGP #DRSDriven #Formula1"
2025-04-13 18:10,1878847782267822081,Positive,"Elevate your Twitter strategy! I create compelling content, attract genuine followers,

visit here : https://t.co/7vTaVDPrPT

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/XAGVOYKB5V"
2025-04-13 18:09,1871904475742650368,Positive,"Elevate your Twitter strategy! I create compelling content, attract genuine followers,

visit here : https://t.co/H4NvnxdaQZ

#BahrainGP #Norris #Mbappe #Chelsea #Ferrari #Ipswich #Leclerc #Alavés #Russell #Charles #Sumy #الافيس #Slot #PalmSunday #BahrainGP #Bernie https://t.co/L5wehGJQ6i"
2025-04-13 18:09,1552917498755948545,Positive,"Adjusting slowly but SURELY!!!! Let him cook ! 😁🧑‍🍳

#BahrainGP 🇧🇭 https://t.co/Ohrw5gHCAg"
2025-04-13 18:09,1360221990926352384,Negative,"#DriverOfTheDay at the #BahrainGP, Lewis Hamilton.😤😤 https://t.co/MoP2JnEQ0j"
2025-04-13 18:09,34417665,Positive,COOL 🌊#OscarPiastri 😃🤙 #McLaren #BahrainGP https://t.co/0An840mZab
2025-04-13 18:09,810946064647917572,Neutral,"Max triggering his performance clause to null and void his Red Bull contract with immediate effect. 

#BahrainGP #F1 https://t.co/yEYWyvbdX4"
2025-04-13 18:09,1183407667659673603,Neutral,"Premium font bundle! Comment-""Interested"" and Subscribe to get update- https://t.co/eKMhPzKP6z

#UFC314 Palm Sunday #GraphicDesigner #font #fontbundle #BahrainGP #COACHELLA2025 #NEWMUN Chandler #typography Ipswich #Designer #Logos #mjrakibulislam3 #figtivedesigns https://t.co/8xb9Vh1Nxy"
2025-04-13 18:09,1907619213860036608,Neutral,"📊 Time Gap Analysis to #PIA – #BahrainGP 

🔴 #HAM: Big swing mid-race (±20s), then steady
🔴 #LEC: Mostly close to PIA, small gap changes
#Formula1 #FormulaOne https://t.co/kb87BYMHUL"
2025-04-13 18:09,727759996822392832,Neutral,"2 McLarens make it to the top 3️⃣

What are you thoughts on the race? 

#BahrainGP https://t.co/4Wn3KYIqHW"
2025-04-13 18:09,1398629053188485125,Neutral,"McLaren 2025🔥🔥

#BahrainGP https://t.co/TayrfKLWlD"
2025-04-13 18:09,1097735514977955845,Neutral,"🏆 Piastri rules Bahrain!

Russell &amp; Norris follow close, but the rookie's on fire 🔥
Check the full results 👉

#BahrainGP #F1 #Formula1 https://t.co/trEyNfyFJi"
2025-04-13 18:09,1478735567596699650,Positive,"@MLB @CleGuardians What a game !

#zelena #GranHermano #GrandeFratello #helevier #sstvi #Tommavi #zeudi, #helena #yulioli #shailenzo. #zeudiners #Tariff #TheWhiteLotus #Trump #stockmarketcrash #bist100 #คะน้าริญญารัตน์ #F1 #BahrainGP"
2025-04-13 18:09,69008563,Positive,"Piastri takes the plaudits in parc ferme 🤩

#F1 #BahrainGP https://t.co/mk8GwWpFr8"
2025-04-13 18:09,1053294634598842368,Negative,"Three into one just doesn't go 😬

And it's Wharton &amp; Domingues who come off worst 💥

#F3 #BahrainGP https://t.co/E3yfxET4r2"
2025-04-13 18:08,585376176,Positive,Good race for Gasly today. #BahrainGP #F1 https://t.co/TbQ9aKGh5w
2025-04-13 18:08,835933373738672128,Negative,"Nooo! A 3-place grid penalty for Carlos Sainz during next race. #SaudiArabianGP

#F1 #BahrainGP https://t.co/N52P0H7P4K"
2025-04-13 18:08,3327342569,Positive,"An unemployment that does not go unnoticed, a great Bearman 💪
#F1 #Formula1 #BahrainGP #Bearman https://t.co/fNmCrD32FH"
